name,type,required,default,example,enum,description,path,interface_id,is_pagination_param,is_time_param,business_key_type
inbound_order_id,string,否,,,,入库订单id,inbound_order_id,LX-3A4304922BAA,否,否,订单号
return_address,object,是,,,,退件地址，[查询退件地址列表](docs/MultiPlatform/V2/addressReturnAddressList) 接口获取,return_address,LX-3A4304922BAA,否,否,平台
address_alias,string,是,,退货地址001,,地址别名,return_address.address_alias,LX-3A4304922BAA,否,否,
address_id,string,是,,39,,地址id,return_address.address_id,LX-3A4304922BAA,否,否,
city,string,是,,深圳市,,城市,return_address.city,LX-3A4304922BAA,否,否,
mobile,string,是,,177xxxxxxxx,,电话,return_address.mobile,LX-3A4304922BAA,否,否,
postal_code,string,是,,466100,,邮政编码,return_address.postal_code,LX-3A4304922BAA,否,否,
province,string,是,,广东省,,州/省/地区,return_address.province,LX-3A4304922BAA,否,否,
receive_or_delivery_country,string,是,,AD,,发货方/收货方所属国家(或地区)编码,return_address.receive_or_delivery_country,LX-3A4304922BAA,否,否,
receive_or_delivery_country_name,string,是,,安道尔,,发货方/收货方所属国家(或地区)名称,return_address.receive_or_delivery_country_name,LX-3A4304922BAA,否,否,
street_detail,string,是,,XXX街道，xxx社区，x栋,,街道详细地址,return_address.street_detail,LX-3A4304922BAA,否,否,
store_id,string,是,,110000000020008001,,店铺id,store_id,LX-3A4304922BAA,否,否,店铺
order_number_list,string,是,,"""103248664914830848,103157081579986952""",,系统单号列表，多个使用英文逗号分隔，上限100,order_number_list,LX-3AE2636790C1,否,否,订单号
attr_name,string,是,,颜色,,属性名,attr_name,LX-3B1AB09F56B1,否,否,
attr_values,array,是,,,,属性值数组,attr_values,LX-3B1AB09F56B1,否,否,
attr_value,string,是,,白色,,属性值名称,attr_values[].attr_value,LX-3B1AB09F56B1,否,否,
pai_id,int,否,,12,,领星属性值id,attr_values[].pai_id,LX-3B1AB09F56B1,否,否,
pa_id,int,否,,1,,领星属性id,pa_id,LX-3B1AB09F56B1,否,否,
overseas_order_no,string,是,,,,备货单号,overseas_order_no,LX-3B84A6C4C9B4,否,否,订单号
order_list,array,是,,,,订单列表,order_list,LX-3BAA5CBA09DF,否,否,订单号
global_order_no,int,是,,103257522489451000,,系统单号,order_list[].global_order_no,LX-3BAA5CBA09DF,否,否,订单号
logistics,object,是,,,,物流信息,order_list[].logistics,LX-3BAA5CBA09DF,否,否,
logistics_type_id,int,是,,825,,物流方式id，对应 [查询已启用的自发货物流方式](docs/Logistics/listUsedLogisticsType) 接口字段【type_id】,order_list[].logistics.logistics_type_id,LX-3BAA5CBA09DF,否,否,
sys_wid,int,是,,50,,仓库id，对应 [查询仓库列表](docs/Warehouse/WarehouseLists) 接口字段【wid】,order_list[].logistics.sys_wid,LX-3BAA5CBA09DF,否,否,仓库
end_date,string,是,,2024-08-05,,结束时间，格式：Y-m-d,end_date,LX-3D1F244FB7C8,否,是,
length,int,是,15,15,,每页条数，默认15,length,LX-3D1F244FB7C8,是,否,
offset,int,是,0,0,,分页偏移量，默认0,offset,LX-3D1F244FB7C8,是,否,
start_date,string,是,,2022-01-01,,开始时间，格式：Y-m-d,start_date,LX-3D1F244FB7C8,否,是,
sys_wid,int,否,,9,,系统仓库id，多个用英文逗号分隔,sys_wid,LX-3D1F244FB7C8,否,否,仓库
currencyCode,string,否,,CNY,,币种code,currencyCode,LX-3D58C3293860,否,否,
endDate,string,是,,2022-09-25,,结束时间，双闭区间【开始结束时间间隔最长不能跨度7天】,endDate,LX-3D58C3293860,否,是,
length,int,否,,1000,,分页长度，上限10000,length,LX-3D58C3293860,是,否,
mids,array,否,,[2],,站点id,mids,LX-3D58C3293860,否,否,
offset,int,否,,0,,分页偏移量,offset,LX-3D58C3293860,是,否,
searchField,string,否,,msku,msku,搜索值类型：msku,searchField,LX-3D58C3293860,否,否,"MSKU, SKU"
searchValue,array,否,,test123,,搜索值,searchValue,LX-3D58C3293860,否,否,
sids,array,否,,[17],,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sids,LX-3D58C3293860,否,否,店铺
startDate,string,是,,2022-09-21,,开始时间，双闭区间【开始结束时间间隔最长不能跨度7天】,startDate,LX-3D58C3293860,否,是,
overseas_order_no,string,是,,OWS220828005,,备货单号,overseas_order_no,LX-3E19FAF15A8D,否,否,订单号
create_time_end,int,否,,1609343999,,创建时间-结束时间【时间戳，单位：秒，左闭右开】,create_time_end,LX-3F1F087FF8A1,否,是,
create_time_start,int,否,,1606790813,,创建时间-开始时间【时间戳，单位：秒，左闭右开】,create_time_start,LX-3F1F087FF8A1,否,是,
length,int,否,1000,1000,,分页长度，默认1000，上限1000,length,LX-3F1F087FF8A1,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-3F1F087FF8A1,是,否,
sku_identifier_list,array,否,,"[""ceshi001"",""lingcui001"",""01""]",,sku识别码列表,sku_identifier_list,LX-3F1F087FF8A1,否,否,SKU
sku_list,array,否,,"[""ceshi001"",""lingcui001"",""01""]",,本地产品sku,sku_list,LX-3F1F087FF8A1,否,否,SKU
update_time_end,int,否,,1721873182,,更新时间-结束时间【时间戳，单位：秒，左闭右开】,update_time_end,LX-3F1F087FF8A1,否,是,
update_time_start,int,否,,1719799582,,更新时间-开始时间【时间戳，单位：秒，左闭右开】,update_time_start,LX-3F1F087FF8A1,否,是,
adGroupIds,array,否,,"[123456789,987654321]",,广告组ID列表，Long数组，按广告组ID筛选,adGroupIds,LX-40C3F27491DD,否,否,
advertiserIds,array,是,,"[123456789012345,987654321098765]",,广告账号ID列表，BigInteger数组，必填，必须至少选择一个店铺,advertiserIds,LX-40C3F27491DD,否,否,"店铺, 广告账号"
campaignIds,array,否,,"[123456789,987654321]",,广告活动ID列表，Long数组，按广告活动ID筛选,campaignIds,LX-40C3F27491DD,否,否,
campaignType,array,是,,"[""video""]","sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)","广告活动类型列表，String数组，必填，枚举值：sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)。注意：查询SV广告报告必须且只能携带video",campaignType,LX-40C3F27491DD,否,否,
day,int,否,14天,14,"3, 14, 30，默认14天","归因天数，数据归因天数，枚举值：3, 14, 30，默认14天",day,LX-40C3F27491DD,否,否,
endDate,string,是,,2024-12-31,,结束日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,endDate,LX-40C3F27491DD,否,是,
orderField,string,否,按广告花费倒序,adSpend,,排序字段，支持对查询结果中的任意字段进行排序（驼峰命名）。包括：基础指标(numAdsShown/numAdsClicks/adSpend)、销售指标(attributedSales/attributedOrders/attributedUnits/advertisedSkuSales/advertisedSkuUnits)、关联指标(otherSkuSales/otherSkuUnits)、品牌新买家指标(ntbOrders/ntbRevenue/ntbUnits)、计算指标(cpc/ctr/cvr/acos/roas/aov/cpa)、时间字段(startDate/endDate/entityCreateAt)等所有返回的报表字段。不传时默认按广告花费倒序,orderField,LX-40C3F27491DD,否,是,"SKU, 订单号"
orderType,string,否,ASC,DESC,"ASC-升序, DESC-降序，不传时默认ASC","排序类型，枚举值：ASC-升序, DESC-降序，不传时默认ASC",orderType,LX-40C3F27491DD,否,否,订单号
pageNum,int,否,,1,,页码，分页时的页码，从1开始,pageNum,LX-40C3F27491DD,是,否,
pageSize,int,否,,20,,每页大小，分页时每页显示的记录数，最大200,pageSize,LX-40C3F27491DD,是,否,
paging,boolean,否,为true,1,,是否分页，默认为true,paging,LX-40C3F27491DD,是,否,
searchText,string,否,,促销广告,,搜索文本，模糊搜索广告名称（ad_name）,searchText,LX-40C3F27491DD,否,否,
searchType,string,否,,,,搜索类型，目前不用传,searchType,LX-40C3F27491DD,否,否,
startDate,string,是,,2024-01-01,,开始日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,startDate,LX-40C3F27491DD,否,是,
status,array,否,,"[""enabled"",""disabled""]","enabled-启用, disabled-禁用","广告状态列表，String数组，枚举值：enabled-启用, disabled-禁用",status,LX-40C3F27491DD,否,否,
shippingListCode,string,是,,FH202604070001,,发货单编号,shippingListCode,LX-418571887440,否,否,
length,int,否,20,20,,分页长度，默认20，上限800,length,LX-41B3AF612B29,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-41B3AF612B29,是,否,
sku,string,否,,Test01,,"SKU，单个,（模糊搜索）",sku,LX-41B3AF612B29,否,否,SKU
wid,string,否,,"1,578,765",,仓库id，多个使用英文逗号分隔,wid,LX-41B3AF612B29,否,否,仓库
fee_part_type,int,否,0】,0,,费用分摊方式：【默认0】 0 不分摊 2 按sku数量分摊 3 按重量 4 按体积 5 按自定义,fee_part_type,LX-41BB2D2886D2,否,否,SKU
freight_fee,string,否,,,,运费,freight_fee,LX-41BB2D2886D2,否,否,
other_fee,string,否,,,,其他费用,other_fee,LX-41BB2D2886D2,否,否,
num,string,否,,1,,出库可用仓位调拨量,out_available_bin.num,LX-41BB2D2886D2,否,否,
out_bin_type,string,否,1,1,,0 默认 1 出库仓位不为空时，必传,out_bin_type,LX-41BB2D2886D2,否,否,
predict_time,string,否,,2022-08-01,,预计到货时间，格式：Y-m-d,predict_time,LX-41BB2D2886D2,否,是,
product_list,array,是,,,,,product_list,LX-41BB2D2886D2,否,否,
bad_num,int,否,,,,次品调拨量，和可用调拨量其中一项必填,product_list[].bad_num,LX-41BB2D2886D2,否,否,
cg_package_height,string,否,,,,包装规格-高（CM），不传或者传空则取产品管理的值,product_list[].cg_package_height,LX-41BB2D2886D2,否,否,
cg_package_length,string,否,,,,包装规格-长（CM），不传或者传空则取产品管理的值,product_list[].cg_package_length,LX-41BB2D2886D2,是,否,
cg_package_width,string,否,,,,包装规格-宽（CM），不传或者传空则取产品管理的值,product_list[].cg_package_width,LX-41BB2D2886D2,否,否,仓库
cg_product_gross_weight,string,否,,,,单品净重，不传或者传空则取产品管理的值,product_list[].cg_product_gross_weight,LX-41BB2D2886D2,否,否,
fnsku,string,否,为空,,,fnsku，不传默认为空,product_list[].fnsku,LX-41BB2D2886D2,否,否,SKU
freight_fee_unit,string,否,,,,单位运费，若费用分摊方式为5-自定义则必填，其他则该字段无效,product_list[].freight_fee_unit,LX-41BB2D2886D2,否,否,
good_num,int,否,,,,可用调拨量，和次品调拨量其中一项必填,product_list[].good_num,LX-41BB2D2886D2,否,否,
other_fee_unit,string,否,,,,单位其他费用，若费用分摊方式为5-自定义则必填，其他则该字段无效,product_list[].other_fee_unit,LX-41BB2D2886D2,否,否,
out_available_bin,array,否,,,,出库可用仓位列表,product_list[].out_available_bin,LX-41BB2D2886D2,否,否,
whb_code,string,否,,A-1-1,,出库可用仓位编码,product_list[].out_available_bin.whb_code,LX-41BB2D2886D2,否,否,
out_inferior_bin,array,否,,,,出库次品仓位列表,product_list[].out_inferior_bin,LX-41BB2D2886D2,否,否,
num,string,否,,1,,出库次品仓位数量,product_list[].out_inferior_bin.num,LX-41BB2D2886D2,否,否,
whb_code,string,否,,A-1-1,,出库次品仓位编码,product_list[].out_inferior_bin.whb_code,LX-41BB2D2886D2,否,否,
product_remark,string,否,,备注,,明细备注，最大长度为255个字符,product_list[].product_remark,LX-41BB2D2886D2,否,否,
seller_id,int,否,0【对应[查询亚马逊店铺信息](docs/BasicData/SellerLists)接口字段sid】,,,店铺id，不传默认0【对应[查询亚马逊店铺信息](docs/BasicData/SellerLists)接口字段sid】,product_list[].seller_id,LX-41BB2D2886D2,否,否,店铺
sku,string,是,,,,sku,product_list[].sku,LX-41BB2D2886D2,否,否,SKU
to_available_bin,array,否,,,,入库可用仓位列表,product_list[].to_available_bin,LX-41BB2D2886D2,否,否,
num,string,否,,1,,入库可用仓位数量,product_list[].to_available_bin.num,LX-41BB2D2886D2,否,否,
whb_code,string,否,,A-1-1,,入库可用仓位编码,product_list[].to_available_bin.whb_code,LX-41BB2D2886D2,否,否,
to_inferior_bin,array,否,,,,入库次品仓位列表,product_list[].to_inferior_bin,LX-41BB2D2886D2,否,否,
num,string,否,,1,,入库次品仓位数量,product_list[].to_inferior_bin.num,LX-41BB2D2886D2,否,否,
whb_code,string,否,,A-1-1,,入库次品仓位编码,product_list[].to_inferior_bin.whb_code,LX-41BB2D2886D2,否,否,
remark,string,否,,,,备注,remark,LX-41BB2D2886D2,否,否,
sys_to_wid,int,否,,,,系统仓库入库id（与客户仓库入库id任一必填，优先取客户入库仓库id）,sys_to_wid,LX-41BB2D2886D2,否,否,仓库
sys_wid,int,否,,,,系统仓库出库id（与客户仓库出库id任一必填，优先取客户出库仓库id）,sys_wid,LX-41BB2D2886D2,否,否,仓库
to_wid,int,否,,,,客户入库仓库id（与系统仓库入库id任一必填，优先取客户入库仓库id）,to_wid,LX-41BB2D2886D2,否,否,仓库
type,int,否,1】,1,【默认1】 1 简易调拨【创建已完成状态的单据】 2 完整调拨【创建待收货状态的单据】,调拨类型：【默认1】 1 简易调拨【创建已完成状态的单据】 2 完整调拨【创建待收货状态的单据】,type,LX-41BB2D2886D2,否,否,
wid,int,否,,,,客户出库仓库id（与系统仓库出库id任一必填，优先取客户出库仓库id）,wid,LX-41BB2D2886D2,否,否,仓库
is_delete,string,否,】,0,,是否删除，多个使用英文逗号分隔： 0 未删除【默认值】 1 已删除,is_delete,LX-41E509578C0D,否,否,
length,int,否,1000条,1000,,分页长度，默认1000条,length,LX-41E509578C0D,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-41E509578C0D,是,否,
sub_type,int,否,,2,1 无API海外仓 2 有API海外仓【此参数只在type=3生效】,海外仓子类型： 1 无API海外仓 2 有API海外仓【此参数只在type=3生效】,sub_type,LX-41E509578C0D,否,否,
type,int,否,】,1,1 本地仓【默认值】 3 海外仓 4 亚马逊平台仓 6 AWD仓,仓库类型： 1 本地仓【默认值】 3 海外仓 4 亚马逊平台仓 6 AWD仓,type,LX-41E509578C0D,否,否,"平台, 仓库"
adGroupIds,array,否,,"[123456,789012]",,广告组ID列表，Integer数组，按广告组ID筛选,adGroupIds,LX-434F316A392B,否,否,
advertiserIds,array,是,,"[123456789012345,987654321098765]",,广告账号ID列表，BigInteger数组，必填，必须至少选择一个店铺,advertiserIds,LX-434F316A392B,否,否,"店铺, 广告账号"
campaignIds,array,否,,"[123456789,987654321]",,广告活动ID列表，Long数组，按广告活动ID筛选,campaignIds,LX-434F316A392B,否,否,
campaignType,array,是,,"[""sponsoredProducts-manual"",""sponsoredProducts-auto""]","sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)","广告活动类型列表，String数组，必填，枚举值：sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)。注意：查询SP广告报告必须且只能携带sponsoredProducts-manual和sponsoredProducts-auto",campaignType,LX-434F316A392B,否,否,
day,int,否,14天,14,"3, 14, 30，默认14天","归因天数，数据归因天数，枚举值：3, 14, 30，默认14天",day,LX-434F316A392B,否,否,
endDate,string,是,,2024-12-31,,结束日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,endDate,LX-434F316A392B,否,是,
orderField,string,否,按广告花费倒序,adSpend,,排序字段，支持对查询结果中的任意字段进行排序（驼峰命名）。包括：基础指标(numAdsShown/numAdsClicks/adSpend)、销售指标(attributedSales/attributedOrders/attributedUnits/advertisedSkuSales/advertisedSkuUnits)、关联指标(otherSkuSales/otherSkuUnits)、品牌新买家指标(ntbOrders/ntbRevenue/ntbUnits)、计算指标(cpc/ctr/cvr/acos/roas/aov/cpa)、时间字段(startDate/endDate/entityCreateAt)等所有返回的报表字段。不传时默认按广告花费倒序,orderField,LX-434F316A392B,否,是,"SKU, 订单号"
orderType,string,否,ASC,DESC,"ASC-升序, DESC-降序，不传时默认ASC","排序类型，枚举值：ASC-升序, DESC-降序，不传时默认ASC",orderType,LX-434F316A392B,否,否,订单号
pageNum,int,否,,1,,页码，分页时的页码，从1开始,pageNum,LX-434F316A392B,是,否,
pageSize,int,否,,20,,每页大小，分页时每页显示的记录数，最大200,pageSize,LX-434F316A392B,是,否,
paging,boolean,否,为true,1,,是否分页，默认为true,paging,LX-434F316A392B,是,否,
searchText,string,否,,women shoes,,搜索文本，模糊搜索关键词文本（keyword_text）,searchText,LX-434F316A392B,否,否,
startDate,string,是,,2024-01-01,,开始日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,startDate,LX-434F316A392B,否,是,
status,array,否,,"[""enabled"",""paused""]","enabled-启用, paused-暂停","关键词状态列表，String数组，枚举值：enabled-启用, paused-暂停",status,LX-434F316A392B,否,否,
