interface_key,platform,business_domain,module,api_name,api_path,method,protocol,source_doc_path,normalized_interface_source,request_params_source,response_fields_source,verification_status,contract_status,do_not_use_status,deleted_status,priority,target_system_module,data_role,risk_code,notes
LX-EE2593BAC4F5,Lingxing ERP (platform scope unverified),Finance,物流,FBM物流对账-确认/批量确认,/basicOpen/logistics/logisticsBill/confirm,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-EE2593BAC4F5,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-EE2593BAC4F5 (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-EE2593BAC4F5 (5 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,财务,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-F9E744EBA863,Other non-Walmart,Finance,多平台 / 财务 / Temu半托跨境财务,Temu半托-发货面单费,/basicOpen/multiplatformFinance/temuHalf/ship/fee/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-F9E744EBA863,NONE,NONE,no verification row,DELETED,yes,yes,P2,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-6EA203F42077,Lingxing ERP (platform scope unverified),Finance,财务,作废费用单,/bd/fee/management/open/feeManagement/otherFee/discard,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-6EA203F42077,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-6EA203F42077 (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-6EA203F42077 (3 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,财务,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-7ED46019A235,Lingxing ERP (platform scope unverified),Finance,财务,创建费用单,/bd/fee/management/open/feeManagement/otherFee/create,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-7ED46019A235,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-7ED46019A235 (13 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-7ED46019A235 (3 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,财务,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-1E89A7A2DA3C,Lingxing ERP (platform scope unverified),Finance,财务,删除费用单,/bd/fee/management/open/feeManagement/otherFee/delete,DELETE,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-1E89A7A2DA3C,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-1E89A7A2DA3C (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-1E89A7A2DA3C (3 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,财务,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-A0706D312540,Amazon,Finance,财务,查询发货结算报告,/cost/center/api/settlement/report,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-A0706D312540,NONE,NONE,no verification row,DELETED,yes,yes,P2,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-20735537E141,Lingxing ERP (platform scope unverified),Finance,财务,编辑费用单,/bd/fee/management/open/feeManagement/otherFee/edit,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-20735537E141,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-20735537E141 (15 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-20735537E141 (3 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,财务,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-D3A5B6A994C9,Amazon,Finance,财务,查询利润报表（旧） - ASIN（子级）,/erp/sc/routing/finance/ProfitState/profitAsinSon,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-D3A5B6A994C9,NONE,NONE,no verification row,DELETED,yes,yes,P3,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-3D57A52589E7,Amazon,Finance,财务,查询利润报表（旧） - ASIN（父级）,/erp/sc/routing/finance/ProfitState/profitAsin,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-3D57A52589E7,NONE,NONE,no verification row,DELETED,yes,yes,P3,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-C158E1CD652D,Lingxing ERP (platform scope unverified),Finance,财务,查询利润报表（旧） - MSKU,/erp/sc/routing/finance/ProfitState/profitMsku,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-C158E1CD652D,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-C158E1CD652D (5 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-C158E1CD652D (128 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P3,产品; 财务; 运营,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-E9129B6BC59E,Lingxing ERP (platform scope unverified),Finance,财务,查询利润报表（旧）-结算明细,/erp/sc/routing/finance/ProfitState/profitSettlement,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-E9129B6BC59E,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-E9129B6BC59E (8 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-E9129B6BC59E (45 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P3,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-F9F6C21DEC55,Lingxing ERP (platform scope unverified),Finance,统计,查询利润统计（旧）-MSKU,/erp/sc/routing/finance/ProfitStatis/profitMsku,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-F9F6C21DEC55,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-F9F6C21DEC55 (8 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-F9F6C21DEC55 (37 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P3,产品; 财务; 运营,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-77BF3BD27008,Multi-platform (Walmart applicability unverified),Finance,多平台 / 财务 / 利润报表（旧）,查询结算利润（利润报表）-店铺（旧版）,/basicOpen/multiplatform/profit/report/seller,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-77BF3BD27008,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-77BF3BD27008 (8 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-77BF3BD27008 (255 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P3,财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-C7469949AF25,Amazon,Inventory,VC,VC报表-库存报表,/basicOpen/vc/report/inventory/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-C7469949AF25,NONE,NONE,no verification row,DELETED,yes,yes,P0,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-29AE97DABE08,Lingxing ERP (platform scope unverified),Inventory,仓库 / 出入库,加工单列表,/erp/sc/routing/inventoryReceipt/StorageProcess/getOrderLists,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-29AE97DABE08,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-29AE97DABE08 (9 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-29AE97DABE08 (45 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,仓库; 销售,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-EED28B643827,Other non-Walmart,Inventory,多平台,多平台-查询Coupang库存,/basicOpen/multiplatform/coupang/stockSearch,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-EED28B643827,NONE,NONE,no verification row,DELETED,yes,yes,P0,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-0A3640E4803A,Multi-platform (Walmart applicability unverified),Inventory,多平台,多平台-查询FBS库存,/basicOpen/multiplatform/fbs/stockSearch,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-0A3640E4803A,NONE,NONE,no verification row,DELETED,yes,yes,P0,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-CB2AA7F5DD72,Multi-platform (Walmart applicability unverified),Inventory,多平台,多平台-查询FBT库存,/basicOpen/multiplatform/fbt/stockSearch/v2,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-CB2AA7F5DD72,NONE,NONE,no verification row,DELETED,yes,yes,P0,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-754101458F29,Other non-Walmart,Inventory,多平台,多平台-查询wayfair库存,/basicOpen/multiplatform/wayfair/stockSearch,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-754101458F29,NONE,NONE,no verification row,DELETED,yes,yes,P0,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-7267D332382D,Amazon,Inventory,统计,库存报表-FBA-历史报表-汇总-明细,/erp/sc/routing/fba/fbaStockReport/getList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-7267D332382D,NONE,NONE,no verification row,DELETED,yes,yes,P0,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-2ED2F6B3D698,Amazon,Inventory,统计,库存报表-FBA-新版-明细,/cost/center/openApi/fba/detail/query,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-2ED2F6B3D698,NONE,NONE,no verification row,DELETED,yes,yes,P0,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-97BF8DB332A5,Amazon,Inventory,统计,库存报表-FBA-新版-汇总,/cost/center/openApi/fba/gather/query,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-97BF8DB332A5,NONE,NONE,no verification row,DELETED,yes,yes,P0,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-0070B9951962,Lingxing ERP (platform scope unverified),Inventory,统计,库存报表-本地仓-历史报表-明细,/erp/sc/routing/inventoryLog/WareHouseReport/getLocalWareHouseDetailList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-0070B9951962,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-0070B9951962 (5 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-0070B9951962 (62 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,运营,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-171BF687A225,Lingxing ERP (platform scope unverified),Inventory,统计,库存报表-本地仓-历史报表-汇总,/erp/sc/routing/inventoryLog/WareHouseReport/getLocalWareHouseSummaryList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-171BF687A225,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-171BF687A225 (3 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-171BF687A225 (50 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,运营,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-FCDF84763AAF,Lingxing ERP (platform scope unverified),Inventory,统计,库存报表-本地仓-新报表-明细,/inventory/center/openapi/storageReport/local/detail/page,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-FCDF84763AAF,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-FCDF84763AAF (5 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-FCDF84763AAF (80 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,运营,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-5891B9352423,Lingxing ERP (platform scope unverified),Inventory,统计,库存报表-本地仓-新报表-汇总,/inventory/center/openapi/storageReport/local/aggregate/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-5891B9352423,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-5891B9352423 (3 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-5891B9352423 (67 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,运营,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-3D1F244FB7C8,Lingxing ERP (platform scope unverified),Inventory,统计,库存报表-海外仓-历史报表-明细,/erp/sc/routing/inventoryLog/WareHouseReport/getOverSeaDetailList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-3D1F244FB7C8,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-3D1F244FB7C8 (5 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-3D1F244FB7C8 (64 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,运营,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-A5CE884A505B,Lingxing ERP (platform scope unverified),Inventory,统计,库存报表-海外仓-历史报表-汇总,/erp/sc/routing/inventoryLog/WareHouseReport/getOverSeaSummaryList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-A5CE884A505B,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-A5CE884A505B (3 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-A5CE884A505B (55 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,运营,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
